order_item_id,order_id,category,product_name,brand,created_at,status,shipped_at,delivered_at,returned_at,sale_price,cost,user_id,gender,state,country
1006,689,Sleep & Lounge,Karen Nueburger Women's Pop Long Sleeve Henley Nightshirt,Karen Nueburger,2024-01-02 08:11:00.000000 UTC,Cancelled,,,,48.0,30.672000110149384,547,F,Hebei,China
1005,689,Swim,Reebok Women's Burst Of Sprinkle Tank,Reebok,2024-01-02 08:11:00.000000 UTC,Cancelled,,,,118.0,48.026000179350376,547,F,Hebei,China
1007,689,Dresses,BCBGMAXAZRIA Women's Sheyna Fitted Ruffle Dress With Low Back,BCBGMAXAZRIA,2024-01-02 08:11:00.000000 UTC,Cancelled,,,,129.99000549316406,63.4351224249798,547,F,Hebei,China
1757,1184,Jeans,Lucky Brand Women's South Side Charlie Baby Boot Cut Five Pocket Jean,Lucky Brand,2024-01-21 14:48:00.000000 UTC,Cancelled,,,,99.0,54.152999932877719,932,F,Illinois,United States
1950,1313,Swim,Swim 365 Plus Size Swimwear solid brief Â®,Swim 365,2024-01-16 07:11:00.000000 UTC,Cancelled,,,,34.9900016784668,14.695800767523052,1018,F,Texas,United States
2419,1620,Jumpsuits & Rompers,Allegra K S Army Green Drawstring Waist Fringed Jumpsuit for Lady,Allegra K,2024-01-04 01:30:00.000000 UTC,Cancelled,,,,14.510000228881836,7.63226010790538,1275,F,Ohio,United States
2420,1620,Intimates,Long Sleeve Sleepwear-Black,SEX NIGHT,2024-01-04 01:30:00.000000 UTC,Cancelled,,,,32.0,17.887999951839447,1275,F,Ohio,United States
2421,1620,Maternity,Mermaid Maternity Long Sleeve Rash Guard Swim Shirt,Mermaid Maternity,2024-01-04 01:30:00.000000 UTC,Cancelled,,,,52.0,22.412000089883804,1275,F,Ohio,United States
2569,1715,Outerwear & Coats,Columbia Sportswear's Women's Benton Springs Sweater,Columbia,2024-01-16 05:58:00.000000 UTC,Cancelled,,,,59.979999542236328,24.531819700159431,1340,F,Henan,China
2740,1828,Dresses,Bobi Women's Modal Jersey Cowl Neck Dress,Bobi,2024-01-14 17:58:00.000000 UTC,Cancelled,,,,60.0,25.73999997228384,1427,F,Shanghai,China
4071,2743,Leggings,Anna-Kaci S/M Fit Multicolored Punk Rock Skull Head Pattern Leggings Tights,Anna-Kaci,2024-01-06 11:28:00.000000 UTC,Cancelled,,,,13.899999618530272,8.88209978813827,2137,F,Seoul,South Korea
4200,2828,Swim,2 PC. Ladies Black Bandeau Tankini Swimsuit,Marina West,2024-01-14 10:20:00.000000 UTC,Cancelled,,,,34.9900016784668,13.856040719940369,2201,F,Ohio,United States
4866,3294,Jumpsuits & Rompers,AX Paris Spotty Print Romper,AxParis,2024-01-29 11:04:00.000000 UTC,Cancelled,,,,39.5,19.3154999287799,2566,F,Sichuan,China
7103,4838,Shorts,TRUE SOULMATE Cuff Womens Denim Shorts,True Soulmate,2024-01-07 13:55:00.000000 UTC,Cancelled,,,,24.989999771118164,12.819869889286458,3806,F,Beijing,China
7104,4838,Sweaters,Eddie Bauer Snowflake Cotton-Blend Pullover,Eddie Bauer,2024-01-07 13:55:00.000000 UTC,Cancelled,,,,79.949996948242173,32.059948819133638,3806,F,Beijing,China
7178,4892,Socks & Hosiery,Betsey Johnson Women's 2 Pack Lips Slipper Socks,Betsey Johnson,2024-01-09 08:11:00.000000 UTC,Cancelled,,,,9.9899997711181641,4.0459498913001273,3851,F,Roraima,Brasil
8516,5796,Intimates,NIKE WOMEN'S PRO COMPRESSION SPORTS BRA *Outstanding Support and Comfort*,Nike,2024-01-19 13:48:00.000000 UTC,Cancelled,,,,903.0,512.00099982507527,4557,F,Henan,China
8536,5812,Tops & Tees,Indian Tunic Top Womens / Kurti Printed Blouse India Clothing,Maple Clothing,2024-01-02 05:45:00.000000 UTC,Cancelled,,,,22.989999771118164,12.552539834263772,4575,F,Heilongjiang,China
8869,6041,Swim,Retro Polka Dots One Piece Bathing Suit Brown & White,Beach Joy,2024-01-16 01:41:00.000000 UTC,Cancelled,,,,37.9900016784668,14.246250629425049,4740,F,Paraná,Brasil
8870,6041,Jeans,Joe's Jeans Women's Skinny Jeans,Joe's Jeans,2024-01-16 01:41:00.000000 UTC,Cancelled,,,,125.0,66.749999881722033,4740,F,Paraná,Brasil
9090,6196,Swim,Roxy Juniors Sweet Horizon Reversible Halter Top,Roxy,2024-01-13 18:44:00.000000 UTC,Cancelled,,,,50.0,22.850000113248825,4857,F,California,United States
9100,6202,Active,Fox Juniors Ricochet Zip Hoodie,Fox,2024-01-11 08:18:00.000000 UTC,Cancelled,,,,49.5,23.017500177025795,4863,F,Hubei,China
9099,6202,Sweaters,BB Dakota Juniors Berkeley Cardigan,BB Dakota,2024-01-11 08:18:00.000000 UTC,Cancelled,,,,107.98999786376952,47.407608988172711,4863,F,Hubei,China
9123,6217,Tops & Tees,Calvin Klein Women's Printed Blouse,Calvin Klein,2024-01-31 01:41:00.000000 UTC,Cancelled,,,,69.5,36.0009999461472,4882,F,Pará,Brasil
9556,6533,Maternity,Motherhood Maternity: Indigo Blue Plus Size Petite Secret Fit Belly(r) 5 Pocket Boot Cut Maternity Jeans,Motherhood Maternity,2024-01-02 03:34:00.000000 UTC,Cancelled,,,,49.979999542236328,21.441419873626828,5126,F,Seoul,South Korea
10031,6873,Active,prAna Women's Kari Jacket,prAna,2024-01-27 18:15:00.000000 UTC,Cancelled,,,,175.0,77.17500026337801,5390,F,England,United Kingdom
10841,7439,Sweaters,Ladies Brown Seamless Long Sleeve Turtleneck Top Diamond Pattern,FineBrandShop,2024-01-21 04:38:00.000000 UTC,Cancelled,,,,12.5,5.0874999724328518,5826,F,Île-de-France,France
11380,7800,Swim,Black Affair Underwire,UjENA,2024-01-01 02:49:00.000000 UTC,Cancelled,,,,193.5,83.7855003979057,6131,F,Busan,South Korea
11471,7867,Plus,Breast Cancer Pashmina,Symphony Designs,2024-01-19 03:48:00.000000 UTC,Cancelled,,,,8.0,3.8560000061988831,6187,F,Pará,Brasil
11844,8122,Sweaters,Tommy Hilfiger Womens Cable Knit Cotton Logo Sweater,Tommy Hilfiger,2024-01-08 11:47:00.000000 UTC,Cancelled,,,,44.9900016784668,18.310930583916303,6391,F,Bahia,Brasil
12400,8504,Jeans,Big Star Women's Remy Boot Cut Jean,BIG STAR,2024-01-12 02:07:00.000000 UTC,Cancelled,,,,98.0,49.881999962031841,6686,F,South Dakota,United States
12710,8715,Blazers & Jackets,Allegra K Women Buttonless Opening Front Step Collar Padded Shoulder Chiffon Beige Blazer S,Allegra K,2024-01-17 03:07:00.000000 UTC,Cancelled,,,,11.140000343322754,4.3111801651527,6853,F,Minas Gerais,Brasil
13139,9015,Dresses,American Apparel California Fleece Pullover Raglan Hoodie Dress,American Apparel,2024-01-01 10:31:00.000000 UTC,Cancelled,,,,39.0,15.911999993026257,7093,F,Indiana,United States
13140,9015,Maternity,Eliza Radiant Essential Dual Maternity and Nursing Dress,Ecoscapes,2024-01-01 10:31:00.000000 UTC,Cancelled,,,,56.0,22.84799998998642,7093,F,Indiana,United States
13141,9015,Shorts,BB Dakota Cailyn Shorts,BB Dakota,2024-01-01 10:31:00.000000 UTC,Cancelled,,,,59.0,29.44099999719765,7093,F,Indiana,United States
13142,9015,Leggings,David Lerner Women's Boat Neck Ribbed Dress,DAVID Seeds,2024-01-01 10:31:00.000000 UTC,Cancelled,,,,76.050003051757812,48.672001998454334,7093,F,Indiana,United States
13218,9073,Dresses,VIP Boutique Womens Zip Vest Peplum Dress,VIP BOUTIQUE,2024-01-28 14:38:00.000000 UTC,Cancelled,,,,19.989999771118164,8.9155398792270937,7139,F,Provence-Alpes-Côte d'Azur,France
13219,9073,Intimates,Heavenly Shapewear Women's Seamless Long Leg Slimmer,Heavenly Shapewear,2024-01-28 14:38:00.000000 UTC,Cancelled,,,,25.0,13.474999973550441,7139,F,Provence-Alpes-Côte d'Azur,France
13609,9352,Accessories,Kate Spade New York Mikas Pond-Lacey  Wallet,Kate Spade,2024-01-11 08:08:00.000000 UTC,Cancelled,,,,178.0,68.173999570310116,7358,F,Seoul,South Korea
14085,9672,Tops & Tees,Calvin Klein Women's Printed Cowl Neck Shirt,Calvin Klein,2024-01-01 09:01:00.000000 UTC,Cancelled,,,,39.5,23.265499914065003,7612,F,Bretagne,France
14243,9787,Outerwear & Coats,Tommy Hilfiger Women's Classic Double-Breasted Wool Pea Coat,Tommy Hilfiger,2024-01-28 01:57:00.000000 UTC,Cancelled,,,,105.55999755859376,47.71311882786371,7684,F,Île-de-France,France
14548,10007,Dresses,A. Byer Juniors Print Hmc Tube Top Dress,A. Byer,2024-01-22 13:34:00.000000 UTC,Cancelled,,,,25.0,10.974999982863665,7869,F,Comunidad de Madrid,Spain
14549,10007,Intimates,Nubra Seamless Super Light Adhesive Bra A Cup Nude,NuBra,2024-01-22 13:34:00.000000 UTC,Cancelled,,,,40.0,21.119999969378117,7869,F,Comunidad de Madrid,Spain
14701,10109,Tops & Tees,Icebreaker Women's Oasis V Ripple Top,Icebreaker,2024-01-11 14:04:00.000000 UTC,Cancelled,,,,90.0,45.989999994635582,7947,F,Ceará,Brasil
14874,10233,Maternity,Belabumbum Nursing/Maternity Ariel Lounge Set,Belabumbum,2024-01-15 08:48:00.000000 UTC,Cancelled,,,,69.0,27.738000176846981,8063,F,Illinois,United States
16036,11016,Intimates,Hanro Women's Cotton Superior Lace Top,Hanro,2024-01-08 08:55:00.000000 UTC,Cancelled,,,,78.0,43.992000091820962,8680,F,Hebei,China
16339,11230,Intimates,Fashion Forms Whipped Silicone Push Up Pads Style 5204,Fashion Forms,2024-01-01 08:29:00.000000 UTC,Cancelled,,,,13.0,6.3960000071674585,8852,F,Fujian,China
16341,11230,Socks & Hosiery,KEEN Women Bellingham Quarter Ultralite Sock,Keen,2024-01-01 08:29:00.000000 UTC,Cancelled,,,,15.989999771118164,6.6038698859336975,8852,F,Fujian,China
16340,11230,Shorts,Rewash Belted Denim Shorts,Rewash,2024-01-01 08:29:00.000000 UTC,Cancelled,,,,16.659999847412109,7.9801399316272148,8852,F,Fujian,China
16595,11402,Dresses,Weston Wear Women's Lynda Dress,Weston Wear,2024-01-09 12:09:00.000000 UTC,Cancelled,,,,165.0,76.064999867230654,8992,F,Guangxi Zhuang Autonomous Region,China
17899,12307,Fashion Hoodies & Sweatshirts,Seven7 Women's Basic Zip Up Hoodie,Seven7,2024-01-05 09:02:00.000000 UTC,Cancelled,,,,59.0,25.4880001116544,9675,F,Arizona,United States
18002,12370,Intimates,AMY Go2 Bra by Lipo in a Box 4 Colors 32C to 40DDD,Lipo in a Box,2024-01-02 05:09:00.000000 UTC,Cancelled,,,,39.0,18.75900002382696,9724,F,Shandong,China
18001,12370,Blazers & Jackets,Anne Klein Women's Petite Open Front Jacket,Anne Klein,2024-01-02 05:09:00.000000 UTC,Cancelled,,,,95.8199996948242,34.59102020538181,9724,F,Shandong,China
18239,12529,Maternity,Three Seasons Maternity Women's Print Kimono Surplice Dress,Three Seasons Maternity,2024-01-31 08:11:00.000000 UTC,Cancelled,,,,33.0,13.92600006982684,9832,F,Gangwon-do,South Korea
18238,12529,Active,Everyday Yoga Pants (Tall Length),Fit Couture,2024-01-31 08:11:00.000000 UTC,Cancelled,,,,54.0,23.004000099375844,9832,F,Gangwon-do,South Korea
18526,12718,Jeans,Not Your Daughter's Jeans Women's Petite Seal Beach Marilyn Straight Leg Jean,Not Your Daughter's Jeans,2024-01-25 05:36:00.000000 UTC,Cancelled,,,,120.0,67.919999957084656,9979,F,Hebei,China
18749,12887,Sleep & Lounge,Dreams and Company Plus Size Short Terry Robe with FREE Matching Slippers Dreams & Co,DREAMS,2024-01-21 17:09:00.000000 UTC,Cancelled,,,,34.9900016784668,20.119251004222782,10128,F,England,United Kingdom
18748,12887,Jeans,AG Adriano Goldschmied Women's Ballad Slim Bootcut Jean,AG Adriano Goldschmied,2024-01-21 17:09:00.000000 UTC,Cancelled,,,,172.0,89.611999951303,10128,F,England,United Kingdom
19095,13129,Plus,Dosh Street Billfold Wallet,Dosh,2024-01-19 13:36:00.000000 UTC,Cancelled,,,,65.0,32.239999987650663,10324,F,País Vasco,Spain
19415,13338,Shorts,Aqua Plain Front Shorts,Aqua,2024-01-28 16:58:00.000000 UTC,Cancelled,,,,16.780000686645508,8.809500366739929,10494,F,Chongqing,China
19416,13338,Plus,Playtex Women's 18 Hour Seamless Smoothing Bra #4049,Playtex,2024-01-28 16:58:00.000000 UTC,Cancelled,,,,31.0,16.337000021710992,10494,F,Chongqing,China
19540,13427,Accessories,WARMEN ladies Opera Long Genuine Soft Nappa Leather Gloves Black,WARMEN,2024-01-08 05:08:00.000000 UTC,Cancelled,,,,45.9900016784668,20.235600628876679,10568,F,Beijing,China
19916,13673,Tops & Tees,Ladies Plain T-Shirt Round V-Neck Cap Sleeves Cotton Spandex Multiple Colors Available,FineBrandShop,2024-01-02 06:15:00.000000 UTC,Cancelled,,,,10.899999618530272,5.9840997766047721,10744,F,North Carolina,United States
19915,13673,Intimates,SASSYBAX Torso Trim,Sassybax,2024-01-02 06:15:00.000000 UTC,Cancelled,,,,69.0,38.225999968126416,10744,F,North Carolina,United States
20382,14004,Intimates,Cosabella Women's Talco Low Rise Thong,Cosabella,2024-01-20 02:29:00.000000 UTC,Cancelled,,,,23.0,12.856999965384604,11016,F,Pará,Brasil
20848,14319,Swim,American Apparel Nylon Tricot Side-Tie Bikini Bottom,American Apparel,2024-01-15 17:33:00.000000 UTC,Cancelled,,,,25.0,10.375000047497451,11268,F,England,United Kingdom
20921,14361,Maternity,Prego Dot Retro Halter Maternity Tankini,Prego,2024-01-27 04:22:00.000000 UTC,Cancelled,,,,72.0,29.160000085830688,11300,F,Liaoning,China
21177,14540,Plus,EarPro Fleece Ear Warmers Very warm! (Black),H2W,2024-01-07 05:52:00.000000 UTC,Cancelled,,,,4.0100002288818359,2.0250501151371747,11430,F,England,United Kingdom
21180,14542,Blazers & Jackets,Allegra K Ladies Scoop Neck Long Sleeve Zip Closure Front Tiered Coat Outwear Black XS,Allegra K,2024-01-24 05:52:00.000000 UTC,Cancelled,,,,15.770000457763672,5.6298902050150943,11430,F,England,United Kingdom
21282,14610,Shorts,Southpole Juniors Big Logo French Terry Shorts,Southpole,2024-01-15 02:02:00.000000 UTC,Cancelled,,,,13.989999771118164,7.6105598721528045,11491,F,Pernambuco,Brasil
21683,14877,Accessories,Pink Paisley Business Card Case,SilverHooks,2024-01-13 00:30:00.000000 UTC,Cancelled,,,,14.989999771118164,5.3064598952987794,11692,F,Maranhão,Brasil
21957,15068,Jeans,Rock Revival Women Jeans Essie T3 Straight Leg Fleur Flsp Pocket Bootcut Jeans,Rock Revival,2024-01-26 06:54:00.000000 UTC,Cancelled,,,,148.0,83.3239998742938,11834,F,Kanagawa,Japan
22031,15112,Sleep & Lounge,Up2date Fashion Robe/gown with Pockets Style#gwn04 Red Animal Print Size (M L XL 2X),Up2date Fashion,2024-01-04 02:49:00.000000 UTC,Cancelled,,,,11.989999771118164,6.6184798865211008,11869,F,Occitanie,France
22034,15112,Accessories,180s Women's Keystone Earmuff,180s,2024-01-04 02:49:00.000000 UTC,Cancelled,,,,18.989999771118164,7.9947898699669535,11869,F,Occitanie,France
22032,15112,Tops & Tees,Hard Tail Cross Back Tank,Hard Tail,2024-01-04 02:49:00.000000 UTC,Cancelled,,,,58.0,34.567999832332134,11869,F,Occitanie,France
22033,15112,Accessories,Carrera  Endurls Resin Sunglasses,Carrera,2024-01-04 02:49:00.000000 UTC,Cancelled,,,,79.569999694824219,33.260259692212344,11869,F,Occitanie,France
22042,15117,Outerwear & Coats,LAST KISS OmbrÃ© Wool-Blend Double Breasted Coat W/ Belt [987ILK20] BLW,LAST KISS,2024-01-08 17:32:00.000000 UTC,Cancelled,,,,15.0,6.83999998960644,11871,F,Jiangsu,China
22041,15117,Blazers & Jackets,Allegra K Gray Lapel Collar Long Sleeve Cropped Jacket Coat for Lady XS,Allegra K,2024-01-08 17:32:00.000000 UTC,Cancelled,,,,16.840000152587891,6.7023200928497317,11871,F,Jiangsu,China
22040,15117,Active,ExOfficio Women's Give-N-Go Lacy Low Rise Bikini,ExOfficio,2024-01-08 17:32:00.000000 UTC,Cancelled,,,,20.0,8.5600000433623791,11871,F,Jiangsu,China
22043,15117,Jeans,TEXTILE Elizabeth and James Women's Jimi Distressed Jean,TEXTILE Elizabeth and James,2024-01-08 17:32:00.000000 UTC,Cancelled,,,,194.0,107.86399997398256,11871,F,Jiangsu,China
22096,15155,Sweaters,American Apparel Unisex PiquÃ© Raglan Pullover,American Apparel,2024-01-07 11:14:00.000000 UTC,Cancelled,,,,32.0,13.503999948501589,11899,F,Auvergne-Rhône-Alpes,France
22319,15305,Accessories,Premium Pashmina Shawl Wrap Scarf by Tapp Collections - ** Various Colors **,Tapp Collections,2024-01-29 00:55:00.000000 UTC,Cancelled,,,,8.7899999618530273,3.366569964170754,12015,F,Gyeonggi-do,South Korea
22320,15306,Intimates,Bslingerie Womens Satin Boned Bridal Bustier Corset,Bslingerie,2024-01-17 00:55:00.000000 UTC,Cancelled,,,,19.989999771118164,11.514239856546968,12015,F,Gyeonggi-do,South Korea
22323,15306,Pants & Capris,Joie Women's Rora Pant,Joie,2024-01-17 00:55:00.000000 UTC,Cancelled,,,,69.2300033569336,40.084171808523976,12015,F,Gyeonggi-do,South Korea
22322,15306,Sweaters,Jack Women's Morris Sweater,Jack,2024-01-17 00:55:00.000000 UTC,Cancelled,,,,80.0,32.800000011920929,12015,F,Gyeonggi-do,South Korea
22321,15306,Outerwear & Coats,Mountain Hardwear Women's MicroChill Jacket,Mountain Hardwear,2024-01-17 00:55:00.000000 UTC,Cancelled,,,,90.0,39.599999953061342,12015,F,Gyeonggi-do,South Korea
22873,15667,Suits,Tahari Joe Skirt Suit,Tahari,2024-01-23 11:52:00.000000 UTC,Cancelled,,,,138.0,86.250000257045031,12346,F,Kanagawa,Japan
23368,16001,Active,Smartwool Women's Basic Thigh High Sock,SmartWool,2024-01-29 17:07:00.000000 UTC,Cancelled,,,,26.950000762939453,10.672200344692172,12609,F,Chongqing,China
23366,16001,Active,Anita Women's Extreme Control Sport Bra,Anita,2024-01-29 17:07:00.000000 UTC,Cancelled,,,,75.069999694824219,34.832479974735975,12609,F,Chongqing,China
23367,16001,Maternity,NOM Women's Maternity Zora Maxi Dress,NOM,2024-01-29 17:07:00.000000 UTC,Cancelled,,,,93.0,38.409000059589744,12609,F,Chongqing,China
23443,16062,Shorts,Columbia Women's Mix Mover Short Woven Short,Columbia,2024-01-30 03:43:00.000000 UTC,Cancelled,,,,20.0,10.65999999642372,12657,F,New York,United States
23607,16174,Shorts,Karen Kane Women's Short,Karen Kane,2024-01-06 08:36:00.000000 UTC,Cancelled,,,,14.5,7.8009999822825185,12762,F,Guizhou,China
23609,16174,Tops & Tees,FEA Juniors Hunger Games Book Mockingjay Bookart Tissue Tee,FEA,2024-01-06 08:36:00.000000 UTC,Cancelled,,,,25.0,13.100000005215406,12762,F,Guizhou,China
23610,16174,Fashion Hoodies & Sweatshirts,Joe's Jeans Women's Models Own Sweatshirt,Joe's Jeans,2024-01-06 08:36:00.000000 UTC,Cancelled,,,,57.830001831054688,28.105380972619056,12762,F,Guizhou,China
23608,16174,Sleep & Lounge,Juicy Couture Velour Bling Snap Pocket Pant,Juicy Couture,2024-01-06 08:36:00.000000 UTC,Cancelled,,,,126.0,72.576000161468983,12762,F,Guizhou,China
24548,16826,Socks & Hosiery,Opaque 70 Tights,Wolford,2024-01-13 12:00:00.000000 UTC,Cancelled,,,,32.0,12.799999952316284,13311,F,São Paulo,Brasil
24944,17108,Sweaters,Sag Harbor Women's Mock Short Sleeve Cashmerlon Sweater,Sag Harbor,2024-01-07 16:38:00.000000 UTC,Cancelled,,,,25.0,12.44999999180436,13521,F,Santa Catarina,Brasil
24987,17141,Intimates,Barely There Women's Second Skinnies Smoothers Hi Waist Boxer,Barely There,2024-01-09 13:26:00.000000 UTC,Cancelled,,,,22.0,12.077999971807005,13544,F,Georgia,United States
24988,17141,Intimates,Corset-story WT-032 waist training corset,Corset-story,2024-01-09 13:26:00.000000 UTC,Cancelled,,,,100.0,48.300000093877323,13544,F,Georgia,United States
25256,17327,Pants & Capris,Ralph Lauren Black Wrap Gold Button Detail Fixed Waist Cotton Trouser Pant,Ralph Lauren,2024-01-28 17:46:00.000000 UTC,Cancelled,,,,54.9900016784668,31.674240934839691,13700,F,Beijing,China
25267,17335,Accessories,Northwest Leather Travel Wallet,Blink Product Design,2024-01-16 05:51:00.000000 UTC,Cancelled,,,,35.840000152587891,14.156800010871889,13709,F,Ohio,United States
25312,17364,Dresses,Allegra K Women Sexy Pullover Strapless Tube Mini Dress Dark Blue XS,Allegra K,2024-01-26 14:18:00.000000 UTC,Cancelled,,,,9.7799997329711914,4.2738598733985436,13734,F,Minnesota,United States
25408,17428,Intimates,VIVILLI Sexy Lace Babydoll Set -Black,VIVILLI,2024-01-24 09:00:00.000000 UTC,Cancelled,,,,21.0,11.927999960258605,13785,F,Texas,United States
25409,17428,Sleep & Lounge,Promotional Velour Terry Robe Shawl Collar,Rimann & Associates,2024-01-24 09:00:00.000000 UTC,Cancelled,,,,28.989999771118164,16.669249900791794,13785,F,Texas,United States
25463,17463,Shorts,Plus Size Khaki Biker Short,Icon,2024-01-29 10:30:00.000000 UTC,Cancelled,,,,18.0,8.29799998551607,13812,F,England,United Kingdom
26360,18081,Intimates,Ascension French Lace Underwire Bra & Thong Panties Set 32C Peach,ascension,2024-01-19 04:26:00.000000 UTC,Cancelled,,,,14.989999771118164,7.3900698699618879,14302,F,São Paulo,Brasil
26359,18081,Dresses,Prom Chiffon Strapless Sweetheart Dress Long Gown #2875,US Fairytailes,2024-01-19 04:26:00.000000 UTC,Cancelled,,,,99.989997863769517,44.895508961584895,14302,F,São Paulo,Brasil
26474,18160,Outerwear & Coats,Kirra Womens Lightweight Twill Jacket,Kirra,2024-01-21 06:43:00.000000 UTC,Cancelled,,,,39.5,16.313499951735139,14377,F,England,United Kingdom
26570,18228,Intimates,Short Silk and Lace Slip,Empress Silk,2024-01-19 03:49:00.000000 UTC,Cancelled,,,,98.5,54.27349990606308,14440,F,Hebei,China
26676,18303,Jeans,Lucky Brand Women's Zoe Bootleg Jean,Lucky Brand,2024-01-01 17:31:00.000000 UTC,Cancelled,,,,99.0,54.746999938040965,14506,F,Guangdong,China
27053,18553,Intimates,Hanro Women's Simply Satin Cotton Camisole,Hanro,2024-01-27 13:19:00.000000 UTC,Cancelled,,,,56.0,31.415999934077263,14710,F,Chongqing,China
27054,18553,Sleep & Lounge,Calvin Klein Women's Mix Essentials Short Robe #S2220,Calvin Klein,2024-01-27 13:19:00.000000 UTC,Cancelled,,,,75.0,44.700000097509474,14710,F,Chongqing,China
27838,19087,Intimates,Arianne Women's Maggie Camisole Corset,Arianne,2024-01-11 18:31:00.000000 UTC,Cancelled,,,,56.0,28.167999923229218,15129,F,Shanghai,China
27837,19087,Dresses,Calvin Klein Women's Matte Jersey Career Dress,Calvin Klein,2024-01-11 18:31:00.000000 UTC,Cancelled,,,,128.0,57.983999907970421,15129,F,Shanghai,China
27936,19158,Socks & Hosiery,Smartwool Women's PhD Outdoor Light Crew Socks - Aegean Blue M,SmartWool,2024-01-23 02:13:00.000000 UTC,Cancelled,,,,23.950000762939453,10.346400330303608,15184,F,Michigan,United States
27935,19158,Jumpsuits & Rompers,WHAT GOES AROUND COMES AROUND Women's Racquel One-Piece Jumpsuit,What Goes Around Comes Around,2024-01-23 02:13:00.000000 UTC,Cancelled,,,,201.19999694824216,101.00239815921188,15184,F,Michigan,United States
28249,19367,Intimates,Adriana Arango High Quality Green Chemise Matching Thong Included 7507 Made in Colombia,Adriana,2024-01-08 06:35:00.000000 UTC,Cancelled,,,,32.450000762939453,18.399150426300611,15356,F,Comunidad de Madrid,Spain
28310,19411,Intimates,Spalding Women's Seamless Basic Bra,Spalding,2024-01-24 07:40:00.000000 UTC,Cancelled,,,,11.260000228881836,6.226780119524598,15392,F,Centre-Val de Loire,France
28309,19411,Active,Mountain Hardwear Women's Butter Hooded Topper Pullover,Mountain Hardwear,2024-01-24 07:40:00.000000 UTC,Cancelled,,,,70.0,31.360000185668468,15392,F,Centre-Val de Loire,France
28311,19411,Plus,Ray Ban RB3447 Unisex Icons Sunglasses - Choice of Frame and Lens,Ray-Ban,2024-01-24 07:40:00.000000 UTC,Cancelled,,,,99.949996948242173,47.076448646026847,15392,F,Centre-Val de Loire,France
29407,20150,Sweaters,YogaColors Womens Cotton Slub Emoticon Cardigan Wrap Sweater,YogaColors,2024-01-18 05:02:00.000000 UTC,Cancelled,,,,28.0,13.607999935746191,15960,F,Hunan,China
29428,20163,Jeans,Comfy Jeans- Pajama-style Jeans- Assorted Sizes,Body Trends,2024-01-01 01:42:00.000000 UTC,Cancelled,,,,19.989999771118164,11.534229859594705,15970,F,Arizona,United States
29427,20163,Maternity,Baby Be Mine Maternity/Nursing Nightgown Black,Baby Be Mine,2024-01-01 01:42:00.000000 UTC,Cancelled,,,,54.9900016784668,24.855480838150235,15970,F,Arizona,United States
29491,20210,Shorts,Lee Women's Misses Classic Fit Margot Denim Bermuda,Lee,2024-01-19 08:23:00.000000 UTC,Cancelled,,,,44.0,21.251999959349632,16003,F,Ohio,United States
29527,20231,Skirts,(2382) Waist Detail Pencil Skirt Shadow Stripe,Ice,2024-01-15 17:47:00.000000 UTC,Cancelled,,,,24.989999771118164,10.1959198788739,16020,F,Mecklenburg-Vorpommern,Germany
30229,20682,Outerwear & Coats,Jones New York Walker Leather Jacket,Jones New York,2024-01-05 06:18:00.000000 UTC,Cancelled,,,,299.989990234375,127.795735553751,16387,F,Shandong,China
